time,id,start_date,end_date,activity,circumplex.arousal,circumplex.valence,screen,appCat.builtin,appCat.communication,appCat.main,appCat.tools,appCat.contact,mood,mood_label
2014-04-14,AS14.13,2014-04-07,2014-04-14,0.2936889951490283,0.0666666666666667,1.0,5563.4196660518655,462.2993333333333,4828.0070000000005,248.59766666666675,248.29633333333337,1.6666666666666667,6.733333333333333,6.0
2014-04-16,AS14.13,2014-04-09,2014-04-16,0.25021401696816775,-0.21666666666666665,0.85,6428.532665808998,363.76366666666667,5779.4946666666665,246.7076666666667,282.1496666666667,2.0,6.466666666666666,6.0
2014-04-17,AS14.13,2014-04-10,2014-04-17,0.2135708080299762,-0.6833333333333332,0.9166666666666666,7574.195666313171,410.90766666666667,6365.069,348.19566666666674,676.7706666666667,2.3333333333333335,6.400000000000001,7.0
2014-04-19,AS14.13,2014-04-12,2014-04-19,0.20684815756113326,-0.6833333333333332,0.9166666666666666,8930.53266676267,778.9796666666666,6938.495666666667,507.7753333333333,775.3986666666666,2.0,6.533333333333334,7.0
2014-04-20,AS14.13,2014-04-13,2014-04-20,0.18148217278338374,-1.1333333333333333,0.8666666666666667,7856.828000942866,595.3903333333334,7086.837666666667,452.0656666666668,700.5786666666668,1.6666666666666667,6.733333333333333,6.0
2014-04-22,AS14.13,2014-04-15,2014-04-22,0.2580235770436605,-1.1500000000000001,0.7833333333333333,6422.299000898997,1012.5993333333332,5737.268000000001,463.51566666666673,311.2426666666667,1.0,6.516666666666667,7.0
2014-04-23,AS14.13,2014-04-16,2014-04-23,0.32393116271730876,-1.2166666666666668,0.7833333333333333,4726.041000684103,693.0043333333333,4500.548000000001,436.7250000000001,183.06100000000006,2.3333333333333335,6.583333333333333,8.0
2014-04-24,AS14.13,2014-04-17,2014-04-24,0.38247290692081765,-0.35000000000000003,0.9166666666666666,8341.659667571386,880.4110000000001,3617.712000000001,533.801,248.40766666666673,2.6666666666666665,6.938888888888889,9.0
2014-04-26,AS14.13,2014-04-19,2014-04-26,0.3486260739611507,-0.5333333333333333,1.2,8354.86033376058,412.11133333333333,3710.1203333333337,507.66133333333346,330.04300000000006,3.0,7.955555555555556,8.0
2014-04-27,AS14.13,2014-04-20,2014-04-27,0.29074651529361667,-0.43333333333333335,1.3666666666666665,11614.077666759491,495.31199999999995,6217.830666666668,582.4043333333335,844.4146666666666,2.0,8.155555555555557,8.0
2014-04-28,AS14.13,2014-04-21,2014-04-28,0.24439929311435124,-1.3222222222222222,1.3666666666666665,9651.079999526339,463.686,7328.410333333333,605.1053333333334,955.8413333333333,2.0,8.322222222222223,8.0
2014-04-30,AS14.13,2014-04-23,2014-04-30,0.2857915083372898,-1.1111111111111112,1.1666666666666667,9646.169000069298,450.5799999999999,7544.9276666666665,729.5946666666669,973.2256666666666,2.0,8.0,8.0
2014-05-02,AS14.13,2014-04-25,2014-05-02,0.2720943603194403,-1.4111111111111112,0.9333333333333332,7801.527666807175,539.8483333333334,6255.257333333334,640.9360000000001,524.9006666666667,2.0,8.0,7.0
