time,id,activity,circumplex.arousal,circumplex.valence,screen,appCat.builtin,appCat.communication,appCat.main,appCat.tools,appCat.contact,mood
2014-05-02,AS14.09,0.11581439393939394,0.0,0.8,1263.7550008296962,4.023,644.268,1024.537,110.83900000000001,5.0,7.6
2014-05-03,AS14.09,0.11581439393939394,0.25,0.75,1263.7550008296962,4.023,644.268,1024.537,110.83900000000001,5.0,7.75
2014-05-04,AS14.09,0.11581439393939394,0.2,0.4,1263.7550008296962,4.023,644.268,1024.537,110.83900000000001,5.0,6.6
2014-05-05,AS14.09,0.11581439393939394,-1.0,0.5,1263.7550008296962,4.023,644.268,1024.537,110.83900000000001,5.0,6.0
2014-03-27,AS14.12,0.1482905365606453,-0.5,1.0,6065.711000442509,735.716,930.649,4600.981,76.957,2.0,7.0
2014-03-30,AS14.12,0.050002669288337596,-0.2,0.25,3085.156000614166,805.483,790.708,1388.212,68.786,1.0,5.8
2014-03-31,AS14.12,0.07254649006645171,0.4,0.4,3845.6270000934614,954.035,633.707,1390.5810000000001,819.956,1.0,6.4
2014-04-01,AS14.12,0.1407921548420124,0.4,0.75,8892.608999252321,1334.388,2928.829,4063.873,112.725,2.0,6.4
2014-04-05,AS14.12,0.15029831343020303,0.0,0.4,4866.7180008888245,1613.18,212.44,3582.754,280.875,4.0,6.2
2014-04-06,AS14.12,0.08721111947339887,0.25,0.75,2818.0290002822862,567.62,165.981,1698.164,385.6890000000001,3.0,6.25
2014-04-08,AS14.12,0.11765497159315706,0.0,0.25,7995.541000366211,3070.942,1390.59,5113.416,161.927,2.0,6.25
2014-04-10,AS14.12,0.13382078343157316,0.2,0.6,7782.513999700544,2114.53,547.5509999999999,5403.879,56.132,2.3333333333333335,6.4
2014-04-12,AS14.12,0.08403201429421403,0.0,0.8,7295.19900035858,2864.401,1886.542,2937.907,682.0070000000001,2.6666666666666665,6.8
2014-04-13,AS14.12,0.09538332496422719,0.6,0.0,8651.996002197266,1239.1779999999999,1637.8729999999998,5273.9220000000005,231.17700000000002,3.0,5.6
2014-04-14,AS14.12,0.08742418577600534,-0.4,0.8,7834.32399940491,1622.191,1086.819,4920.593,84.63,1.0,6.6
2014-04-15,AS14.12,0.12005049713493486,0.2,1.0,7183.024999380113,2352.609,2162.354,3670.833,58.472,6.0,6.8
2014-04-16,AS14.12,0.19809923260395704,0.0,1.0,7032.783002853394,2876.7180000000003,2180.453,2818.79,192.116,5.0,7.0
2014-04-17,AS14.12,0.13106163600075882,-0.6,0.8,7747.718999624252,1108.736,1762.53,4523.067,316.895,2.0,6.8
2014-04-18,AS14.12,0.07997912314877687,-0.6,0.8,5904.472999334335,796.857,315.754,3927.299,534.482,1.5,6.6
2014-04-21,AS14.12,0.0702309086923999,-0.25,0.75,4222.318999528884,1243.055,1039.461,2052.467,131.799,1.0,6.0
2014-04-23,AS14.12,0.11449388733473977,0.0,0.8,5621.264999151228,1266.985,546.161,3802.608,296.428,6.0,5.8
2014-04-24,AS14.12,0.08522280013775359,-0.6,0.6,6934.605998277665,3131.0499999999997,289.282,4748.43,701.1990000000001,1.0,6.6
2014-04-29,AS14.12,0.07919763729171322,-0.4,1.0,6085.489000082016,2113.0769999999998,863.179,4229.115,48.704,4.0,6.0
2014-04-30,AS14.12,0.12199319253000575,-0.25,0.6666666666666666,6141.15299963951,1681.248,1570.289,3129.017,516.974,2.0,6.25
2014-05-03,AS14.12,0.08514009749880902,-0.4,0.2,5445.758001565932,2817.4339999999997,961.563,2802.385,71.393,2.0,5.6
2014-05-04,AS14.12,0.11459872269952807,-0.8,-0.2,7504.151001453398,3155.5840000000003,356.15700000000004,5891.331999999999,44.191,2.0,4.8
2014-05-05,AS14.12,0.032041855203619865,0.0,0.3333333333333333,2281.6200006008153,1344.748,1019.573,653.272,24.093999999999998,2.0,6.0
2014-03-23,AS14.13,0.11916263386851622,1.6,1.0,6527.276000261304,387.581,5841.738,881.1010000000001,336.293,2.0,7.4
2014-03-26,AS14.13,0.303655124259914,-1.0,1.0,9064.927999734879,430.692,7317.156,1051.708,265.61899999999997,2.0,8.4
2014-03-27,AS14.13,0.10809412957208692,-1.2,1.0,8565.003998994824,17.725,7266.265,1086.58,814.6020000000001,1.0,7.4
2014-03-29,AS14.13,0.37008537798408486,-1.8,1.0,5617.916001319885,200.035,5104.884,1363.516,161.57100000000003,1.0,7.2
2014-03-31,AS14.13,0.2922268907563025,-1.2,0.6,5456.011997938155,543.161,2715.429,1865.54,74.55,1.0,7.0
2014-04-04,AS14.13,0.19674225941227172,-0.6,1.0,8050.796003341671,918.598,7126.405,1079.051,201.698,3.0,7.8
2014-04-05,AS14.13,0.15646127217935726,0.2,0.8,12458.326999664301,91.818,11836.062,632.0409999999999,237.982,2.6666666666666665,6.8
2014-04-06,AS14.13,0.32032102320237915,0.25,0.75,8325.587998628615,1421.9579999999999,6148.126,873.062,610.2239999999999,2.3333333333333335,6.25
2014-04-08,AS14.13,0.12433551478229142,0.8,1.4,10384.884002208708,1052.325,7986.181,1143.513,154.113,2.0,8.2
2014-04-10,AS14.13,0.3092114046758542,0.6,1.0,8855.479999065397,285.247,8405.13,117.799,212.21,1.0,7.6
2014-04-11,AS14.13,0.46870776282540977,0.6,1.2,3541.379999160767,864.074,2146.671,375.111,230.84799999999998,1.0,6.8
2014-04-13,AS14.13,0.1513406794183811,0.2,0.8,8206.342999458317,146.25900000000001,7647.544,156.511,256.995,2.0,6.6
2014-04-14,AS14.13,0.26101854320329393,-0.6,1.0,4942.535999536515,376.565,4689.806,214.171,257.046,2.0,6.8
2014-04-16,AS14.13,0.3382828282828283,-0.25,0.75,6136.71899843216,568.467,5001.134,369.441,332.408,2.0,6.0
2014-04-17,AS14.13,0.04141105260380633,-1.2,1.0,11643.33200097084,287.69100000000003,9404.267,460.975,1440.858,3.0,6.4
2014-04-19,AS14.13,0.24085059179676505,-0.6,1.0,9011.547000885008,1480.781,6410.086,692.91,552.93,1.0,7.2
2014-04-20,AS14.13,0.26218487394957973,-1.6,0.6,2915.6050009727473,17.698999999999998,5446.16,202.312,107.94800000000001,1.0,6.6
2014-04-22,AS14.13,0.27103526538463674,-1.25,0.75,7339.745000839235,1539.318,5355.558,495.325,272.85,1.0,5.75
2014-04-23,AS14.13,0.43857334881770976,-0.8,1.0,3922.773000240326,521.996,2699.926,612.538,168.385,5.0,7.4
2014-04-24,AS14.13,0.4378101065601064,1.0,1.0,13762.461001634596,579.919,2797.652,493.53999999999996,303.98799999999994,2.0,7.666666666666667
2014-04-26,AS14.13,0.169494766505636,-1.8,1.6,7379.346999406813,134.419,5632.783,416.906,517.7560000000001,2.0,8.8
2014-04-27,AS14.13,0.2649346728151076,-0.5,1.5,13700.424999237059,771.598,10223.057,836.767,1711.4999999999995,2.0,8.0
2014-04-28,AS14.13,0.29876844002231007,-1.6666666666666667,1.0,7873.467999935148,485.041,6129.391,561.6429999999999,638.268,2.0,8.166666666666666
2014-04-30,AS14.13,0.29367141217445164,-1.1666666666666667,1.0,7364.614001035689,95.101,6282.335,790.374,569.909,2.0,7.833333333333333
2014-05-02,AS14.13,0.22384322876155907,-1.4,0.8,8166.500999450687,1039.403,6354.046,570.7909999999999,366.52500000000003,2.0,8.0
2014-05-03,AS14.13,0.22384322876155907,-0.75,1.0,69.4070000648498,35.452,1.095,69.036,366.52500000000003,2.0,7.25
2014-05-04,AS14.13,0.22384322876155907,-1.0,1.0,69.4070000648498,35.452,1.095,69.036,366.52500000000003,2.0,8.0
2014-04-01,AS14.14,0.0520055667194414,0.0,0.4,430.88399982452404,262.253,95.12,32.446,40.202,1.0,6.2
2014-04-02,AS14.14,0.06348750312481978,-1.0,1.0,779.8729991912842,1549.849,160.763,71.732,14.067,1.0,7.0
2014-04-03,AS14.14,0.06938709391802698,-0.5,1.0,2372.6589994430565,1613.333,373.998,54.641,67.906,1.0,7.333333333333333
2014-04-04,AS14.14,0.0038194444444444413,-1.0,1.0,307.5409996509551,239.324,36.288,68.466,31.473000000000003,1.0,7.5
2014-04-05,AS14.14,0.016678436911487748,-1.6,0.6,1485.8990004062653,1584.166,755.504,82.291,66.697,1.0,7.4
2014-04-07,AS14.14,0.008827357154755954,-0.2,1.0,550.3640000820161,224.365,106.627,133.944,84.59700000000001,1.0,7.0
2014-04-09,AS14.14,0.11708683473389359,0.3333333333333333,1.0,1098.342000484467,879.335,166.576,13.054,30.412,1.0,8.0
2014-04-10,AS14.14,0.052010804321728686,-0.3333333333333333,1.0,846.4809994697566,881.543,18.882,29.299,23.165,1.0,6.666666666666667
2014-04-12,AS14.14,0.06368182159869594,0.0,1.0,115.9870002269745,93.682,30.070666666666668,24.694666666666667,22.239,1.0,7.5
2014-04-13,AS14.14,0.0,-0.5,0.6666666666666666,29.7229998111725,29.695,41.25933333333334,20.090333333333334,25.316000000000003,1.0,6.75
2014-04-15,AS14.14,0.0018079959256429832,-1.0,0.3333333333333333,321.80199980735784,3100.845,52.448,15.486,28.393,1.0,6.0
2014-04-16,AS14.14,0.05852007469654529,0.5,0.25,742.986000061035,5338.439,13.135,54.03925000000001,55.263999999999996,1.0,6.0
2014-04-18,AS14.14,0.020833333333333308,-1.0,0.0,106.7050001621246,102.985,39.213,92.59250000000002,28.419999999999998,1.0,6.5
2014-04-19,AS14.14,0.0017390289449112958,0.25,1.0,258.98600029945374,131.963,78.107,131.14575000000002,48.378,1.0,6.75
2014-04-20,AS14.14,0.00799778244631186,-1.0,0.5,863.2370004653926,430.85200000000003,211.953,169.699,50.403000000000006,1.0,7.5
2014-04-21,AS14.14,0.04212783797729616,0.25,1.0,596.8669996261601,1865.869,322.493,18.149,33.201,1.0,7.0
2014-04-22,AS14.14,0.007632545771931953,-0.4,0.6,727.9210000038145,1740.156,142.346,198.966,42.314,2.0,7.0
2014-04-23,AS14.14,0.04466630042821724,-1.0,0.3333333333333333,657.5240001678465,517.355,50.783,14.192,93.81700000000001,1.8,7.0
2014-04-24,AS14.14,0.06470588235294111,0.3333333333333333,1.0,620.213000059128,383.367,75.65,32.423,127.53800000000001,1.6,7.333333333333333
2014-04-25,AS14.14,0.005905695611577958,0.8,1.4,805.6799995899205,1985.564,511.516,56.93766666666667,73.436,1.4,8.0
2014-04-27,AS14.14,0.003124999999999996,0.0,1.0,439.1410000324258,233.617,162.703,81.45233333333334,42.509,1.2,7.666666666666667
2014-04-28,AS14.14,0.0,0.3333333333333333,1.0,56.5980002880097,56.04600000000001,94.973,105.967,25.8215,1.0,7.444444444444445
2014-04-29,AS14.14,0.0037037037037037,0.6666666666666666,1.0,170.51099991798395,200.214,27.243000000000002,130.48166666666668,9.134,1.0,7.222222222222222
2014-04-30,AS14.14,0.05674603174603173,1.0,1.0,172.0380001068115,145.4,8.086,154.99633333333333,18.492,1.0,7.0
2014-05-01,AS14.14,0.08296407075071079,0.0,0.5,302.8090000152587,133.464,7.561,179.511,30.71,1.0,6.0
2014-05-02,AS14.14,0.0125,0.3333333333333333,1.0,288.2680001258849,240.869,7.036,100.323,51.397999999999996,1.0,6.666666666666667
2014-05-03,AS14.14,0.0038194444444444413,0.2,1.0,694.1940002441409,489.03700000000003,117.48,21.135,66.292,1.0,6.8
2014-05-04,AS14.14,0.0006944444444444417,0.0,0.8,354.1380004882811,209.419,59.026,31.135,54.525999999999996,1.0,6.8
2014-05-05,AS14.14,0.006493506493506493,-1.0,1.0,199.8310003280639,4698.054,121.70400000000001,31.135,15.126,1.0,7.0
2014-03-21,AS14.15,0.06922398589065254,0.2,0.8,820.1199998855589,960.108,195.22,3.01,14.117,5.0,7.0
2014-03-22,AS14.15,0.0710591929079324,-0.4,1.0,358.5930004119873,255.808,80.51,9.161333333333333,22.17,4.0,7.0
2014-03-23,AS14.15,0.1449275362318841,0.2,1.0,562.4420001506809,29.591,522.718,15.312666666666667,10.102,3.0,7.0
2014-03-24,AS14.15,0.0,1.0,0.8,326.5949997901914,258.77700000000004,38.207,21.464,8.046,2.0,7.0
2014-03-25,AS14.15,0.0043103448275862,0.8,1.0,1444.801000356674,554.523,890.138,30.761,23.78066666666667,1.0,7.0
2014-03-27,AS14.15,0.0,1.0,1.0,0.462000131607056,49.808,964.7629999999999,40.058,39.51533333333333,12.0,7.0
2014-03-28,AS14.15,0.04206349206349204,1.2,1.0,1583.144999980926,596.674,1039.388,49.355000000000004,55.25,8.0,7.2
2014-03-29,AS14.15,0.325952380952381,-1.2,0.8,194.70199966430664,122.67500000000001,3.016,58.652,10.032,10.0,7.0
2014-03-31,AS14.15,0.0,0.2,1.0,482.2784998416901,205.5165,368.91850000000005,46.82966666666667,9.365,19.0,7.2
2014-04-01,AS14.15,0.2718253968253967,0.6,1.0,769.8550000190736,288.358,734.821,35.007333333333335,8.698,5.0,7.2
2014-04-02,AS14.15,0.18948412698412717,0.8,1.0,1661.306999921798,312.297,1317.541,23.185000000000002,8.031,8.0,7.2
2014-04-03,AS14.15,0.0,0.6,1.0,1200.7200000286102,412.75100000000003,828.614,129.691,12.180625000000001,2.0,7.2
2014-04-04,AS14.15,0.1633802430677431,0.6,1.0,740.1330001354224,513.205,339.687,236.197,16.33025,2.0,7.2
2014-04-09,AS14.15,0.0087719298245614,0.0,1.0,694.2000001668932,367.8885,412.9075,201.538,20.479875,4.0,7.0
2014-04-10,AS14.15,0.00789473684210526,0.4,1.0,648.2670001983639,222.572,486.12800000000004,166.87900000000002,24.6295,1.0,7.2
2014-04-15,AS14.15,0.0,-0.2,1.0,603.4100000858305,208.76425,422.59375,132.22,28.779125,1.0,7.0
2014-04-20,AS14.15,0.09374999999999996,0.0,1.0,558.5529999732969,194.9565,359.0595,97.561,32.92875,2.0,7.0
2014-04-22,AS14.15,0.18749999999999992,0.0,1.0,513.6959998607634,181.14875,295.52525,62.902000000000015,37.078375,3.0,7.0
2014-04-23,AS14.15,0.2812499999999999,1.0,1.0,468.83899974823,167.341,231.99099999999999,28.243,41.228,2.0,7.0
2014-04-25,AS14.15,0.0,1.0,1.0,72.0190000534058,115.09299999999999,17.099,28.243,41.228,11.0,7.0
2014-04-29,AS14.15,0.04,1.0,0.3333333333333333,55.15400004386904,14.92,543.619,28.243,41.228,1.0,7.0
2014-05-02,AS14.15,0.0,0.2,0.5,94.13999994595846,67.97466666666666,543.619,28.243,41.228,3.0,7.0
2014-05-04,AS14.15,0.0,-0.2,0.6,133.12599984804788,121.02933333333334,543.619,28.243,41.228,1.0,7.0
2014-05-05,AS14.15,0.0,1.0,0.75,172.1119997501373,174.084,543.619,28.243,41.228,12.0,7.0
2014-05-07,AS14.15,0.0,0.0,0.6,172.1119997501373,174.084,543.619,28.243,41.228,12.0,7.0
2014-05-08,AS14.15,0.0,0.5,1.0,172.1119997501373,174.084,543.619,28.243,41.228,12.0,7.0
2014-03-17,AS14.16,0.06071428571428575,-0.6,0.6,714.3029994964597,47.283,434.67699999999996,216.303,15.073,3.5,7.2
2014-03-18,AS14.16,0.053911909926399944,0.4,0.6,786.3110008239751,190.195,464.50399999999996,118.65100000000001,11.054,5.0,6.6
2014-03-19,AS14.16,0.005627705627705628,0.0,0.6,26.35700011253359,32.349,281.1155,17.332,22.176,5.5,6.4
2014-03-20,AS14.16,0.04383822653596662,0.6666666666666666,0.3333333333333333,412.8229997158053,323.717,97.727,85.25,10.029,6.0,5.666666666666667
2014-03-21,AS14.16,0.060560360921981006,1.0,1.0,285.03099989891007,103.69,124.309,130.241,10.053,2.0,6.8
2014-03-22,AS14.16,0.06677041257209454,0.5,0.75,1155.7909998893738,87.42399999999999,189.52100000000002,108.85400000000001,10.077,5.0,6.5
2014-03-23,AS14.16,0.06845238095238092,0.0,1.0,726.3540003299709,173.546,204.495,385.618,23.124,9.0,7.0
2014-03-24,AS14.16,0.10731287707390641,0.0,0.8,459.0190002918246,147.85,222.79199999999997,87.709,10.417,5.0,6.4
2014-03-25,AS14.16,0.08716623124390796,0.6,0.6,1013.4389998912809,260.70799999999997,365.541,211.641,21.061,1.0,6.0
2014-03-26,AS14.16,0.09062499999999994,0.2,0.25,2525.9130001068124,75.12,284.599,346.408,16.726333333333333,1.0,5.6
2014-03-28,AS14.16,0.08746898327453533,-0.75,0.75,519.1339998245237,119.651,398.041,229.74450000000002,12.391666666666667,2.5,6.5
2014-03-29,AS14.16,0.2525042601225439,-0.5,0.5,410.1199998855591,133.275,155.08599999999998,113.08099999999999,8.057,4.0,6.0
2014-03-31,AS14.16,0.13474030795602568,-0.25,0.3333333333333333,73.79699993133555,12.349,53.071,77.726,8.153,10.0,6.0
2014-04-03,AS14.16,0.012361111111111111,-0.5,0.3333333333333333,138.8190000057221,41.036,289.19,42.371,17.155,5.5,6.25
2014-04-05,AS14.16,0.08748917748917752,0.0,1.0,202.36500000953663,99.01,239.666,162.127,15.072,1.0,7.0
2014-04-07,AS14.16,0.0864168979340117,-0.2,1.0,2214.007000207897,222.0,408.015,216.554,15.102,1.0,7.0
2014-04-10,AS14.16,0.1293886382716278,0.2,1.0,1089.7160003185272,156.923,331.167,586.088,15.132,4.0,6.6
2014-04-11,AS14.16,0.03957364341085266,1.0,1.0,358.88299965858437,99.94,421.32800000000003,109.692,5.014,4.0,7.0
2014-04-12,AS14.16,0.0,1.25,1.0,19.430999994278,19.42,212.169,78.0075,5.5329999999999995,4.0,7.0
2014-04-13,AS14.16,0.0454545454545455,0.0,0.5,112.32100009918217,56.887,3.01,46.323,6.052,3.0,6.4
2014-04-14,AS14.16,0.0341435185185185,0.8,1.0,202.43700027465812,171.961,81.96900000000001,5.708,8.078,4.0,7.0
2014-04-15,AS14.16,0.05,0.6,0.5,4.1340000629425,121.88600000000001,53.147999999999996,35.166,10.104,3.0,6.6
2014-04-16,AS14.16,0.13797664519172403,1.25,1.0,705.4270007610322,284.669,317.696,90.522,12.13,6.0,7.25
2014-04-17,AS14.16,0.14644478187042836,-0.6,1.0,445.70899987220764,161.39600000000002,154.33100000000002,116.54899999999999,13.199,3.0,7.0
2014-04-19,AS14.16,0.1840579710144928,1.6,1.0,543.558333158493,228.82833333333332,263.31600000000003,109.64766666666667,13.497,3.0,7.2
2014-04-20,AS14.16,0.0,1.3333333333333333,1.0,641.4076664447783,296.2606666666667,372.30100000000004,102.74633333333333,13.795,1.0,7.0
2014-04-21,AS14.16,0.009197324414715692,1.0,1.0,739.2569997310637,363.693,481.286,95.845,14.093,1.0,7.25
2014-04-22,AS14.16,0.05494394283401094,0.8,0.8,908.7909989356988,168.06,741.198,305.138,13.568999999999999,1.0,6.6
2014-04-23,AS14.16,0.08201415701415696,0.75,1.0,1298.7449998855593,316.14,827.589,157.954,13.045,5.0,7.25
2014-04-27,AS14.16,0.12176700111482719,-0.2,1.0,268.6699995994569,80.749,187.691,101.905,9.033999999999999,2.0,7.2
2014-04-30,AS14.16,0.03966646529954715,0.4,1.0,736.7540004253391,25.777,431.959,45.855999999999995,5.023,3.0,7.0
2014-05-01,AS14.16,0.1044532627865961,0.0,1.0,125.5750000476836,106.30199999999999,19.105,475.2345,5.023,9.0,7.0
2014-05-05,AS14.16,0.012931034482758626,1.5,1.0,950.9159996509547,46.171,19.105,904.613,5.023,9.0,7.333333333333333
2014-03-20,AS14.17,0.04230288377845706,0.8333333333333333,0.8333333333333333,1630.727999687195,132.624,456.231,1187.441,111.485,3.333333333333333,7.5
2014-03-24,AS14.17,0.16940873829279451,0.6666666666666666,0.6666666666666666,11954.341000080114,889.64,2423.759,1997.04,768.4519999999999,4.0,7.0
2014-03-25,AS14.17,0.06202266865015754,0.5,1.0,3498.11699962616,129.32,1289.057,3434.919,36.966,3.0,7.5
2014-03-26,AS14.17,0.06853709704220674,0.2,0.8,7079.621001482016,604.579,1706.992,4539.224,198.37,2.0,7.2
2014-03-27,AS14.17,0.0906331678707439,0.4,0.6,5825.132001399993,663.981,4890.151,3536.904,308.37899999999996,5.5,7.2
2014-03-29,AS14.17,0.2092882156846513,0.6,0.6,5742.628001689911,591.76,1405.81,4234.512000000001,240.601,9.0,6.8
2014-03-30,AS14.17,0.008333333333333331,1.0,1.0,591.5339996814731,112.634,306.951,112.483,92.064,7.5,8.0
2014-04-05,AS14.17,0.18913979786829993,0.2,1.0,4252.756000757217,242.99699999999999,1812.734,1177.568,59.209,6.0,7.0
2014-04-06,AS14.17,0.03688805922779405,0.25,1.25,3759.11199951172,147.799,670.513,2361.835,101.225,1.0,7.25
2014-04-07,AS14.17,0.04899951284861772,1.0,1.0,8653.17100048065,167.162,935.613,2395.666,23.193,1.0,7.0
2014-04-11,AS14.17,0.20737365024236556,0.4,1.0,3660.4830000400552,1072.689,495.892,2389.24,238.032,1.0,7.2
2014-04-12,AS14.17,0.16595320188693283,0.4,1.0,4691.583999395372,1124.295,1120.9270000000001,2786.078,39.147999999999996,1.0,7.2
2014-04-13,AS14.17,0.0756640189523358,-0.2,1.0,7935.848999738693,606.384,1391.323,5694.612,281.201,1.0,7.2
2014-04-14,AS14.17,0.0851143385464617,0.8,1.0,1618.4909994602208,459.03,379.326,468.41999999999996,320.876,1.0,7.0
2014-04-16,AS14.17,0.11137417839840907,0.8,1.0,6143.1280026435825,685.23,3554.094,1841.583,271.111,3.0,7.2
2014-04-17,AS14.17,0.11615087487091101,0.4,1.0,4463.335999727246,366.358,1653.319,2735.015,48.392,2.0,7.0
2014-04-18,AS14.17,0.18855451998494854,1.0,1.0,3577.131999731066,147.635,1356.686,2076.614,38.205999999999996,1.0,7.0
2014-04-19,AS14.17,0.16723933497618126,1.0,1.0,1341.7960014343253,52.388000000000005,979.826,265.539,43.589,1.0,7.0
2014-04-20,AS14.17,0.12116526023672414,0.4,1.0,9982.987000226967,415.239,3841.098,4927.5509999999995,826.5219999999999,1.0,7.2
2014-04-21,AS14.17,0.0881963953222814,0.4,1.0,2261.7730002403264,126.5,3363.066,740.944,83.85900000000001,1.0,7.4
2014-04-22,AS14.17,0.05062149859943974,0.6,1.0,8438.16700053215,384.681,4934.477,3589.428,118.534,2.0,6.6
2014-04-23,AS14.17,0.07183591337438762,1.0,1.0,9992.209000825887,681.899,3622.032,3494.9210000000003,513.624,1.0,7.25
2014-04-26,AS14.17,0.1868376213455872,1.0,1.0,1809.505997896195,716.086,2689.61,124.621,55.55799999999999,1.0,8.0
2014-05-01,AS14.17,0.08234652506199255,1.0,1.0,6613.078999757765,270.614,920.841,5455.389,23.091,1.0,8.0
2014-05-04,AS14.17,0.014882726356802151,1.0,1.0,6085.923000812531,316.415,1980.6179999999997,188.853,26.455,1.0,7.75
2014-05-05,AS14.17,0.12082519677085117,1.0,1.0,2093.7509994506836,85.5,921.79,787.1379999999999,298.739,1.0,7.5
2014-03-24,AS14.19,0.11388944606136413,-0.4,0.4,2143.2990009784703,384.557,3434.444,26.125,53.411,5.0,6.0
2014-03-26,AS14.19,0.10891482612696546,-0.6,0.4,4413.39799952507,911.1129999999999,3308.547,139.746,51.538,6.0,6.0
2014-03-28,AS14.19,0.14887226502146783,-0.6,1.2,2731.158999204635,851.371,1221.546,589.1289999999999,67.714,9.0,6.6
2014-03-31,AS14.19,0.130120999549245,-0.4,1.0,6191.571999549862,857.534,5208.941,318.42299999999994,282.884,7.0,7.2
2014-04-02,AS14.19,0.07716355485107416,-0.2,1.0,1855.2750003337858,585.067,1181.837,47.717,41.193,3.0,7.6
2014-04-03,AS14.19,0.07307714752567694,0.0,0.6,3131.0230004787445,654.474,2433.116,231.03450000000004,42.374,2.0,6.6
2014-04-05,AS14.19,0.13595576600004902,-0.6,1.2,2214.1240007877354,643.2819999999999,1089.559,414.35200000000003,65.382,11.0,8.0
2014-04-06,AS14.19,0.09422410643417789,-1.25,1.0,2472.241999864578,764.085,1658.215,314.466,49.277,9.0,7.25
2014-04-07,AS14.19,0.18343492913073647,-1.0,0.6,3835.042002439499,1506.19,2995.572,214.58,63.583,11.0,6.6
2014-04-09,AS14.19,0.11756512889589066,-0.4,0.8,3051.9820015430446,522.515,2467.1059999999998,138.02100000000002,60.629,9.0,7.2
2014-04-11,AS14.19,0.1110938994618982,-0.6,1.0,2774.8020012378697,1001.966,1665.238,61.461999999999996,42.442,6.0,6.8
2014-04-12,AS14.19,0.06605497341205051,0.2,0.8,1843.591999769212,728.336,978.22,389.025,45.462,6.0,7.2
2014-04-13,AS14.19,0.11367449436267445,-0.6,1.0,1506.4069986343386,336.936,879.515,226.876,61.584,6.0,7.2
2014-04-17,AS14.19,0.1014676704014939,-0.8,1.0,4765.971998453143,167.766,5377.631,97.947,47.519999999999996,1.0,6.8
2014-04-18,AS14.19,0.06493055555555556,-1.0,1.0,3308.5030000209813,148.654,3381.738,229.132,43.347,4.0,6.8
2014-04-19,AS14.19,0.11031735913804186,-0.4,0.8,1113.8729996681213,285.445,762.97,323.904,65.221,6.0,6.8
2014-04-20,AS14.19,0.10195700631156769,0.2,1.2,1732.9319996833808,917.671,697.55,76.214,41.698,4.0,7.6
2014-04-22,AS14.19,0.13701083958092172,0.6,1.2,4882.6779997348785,619.441,4304.149,25.469,50.736000000000004,7.0,6.8
2014-04-23,AS14.19,0.11064682679520278,-1.0,1.0,3101.1779999732976,357.817,3800.127,193.167,56.45,5.0,6.0
2014-04-25,AS14.19,0.07677511149518858,-0.75,0.75,2672.424998760224,951.5989999999999,2386.683,805.2470000000001,46.821999999999996,6.0,7.25
2014-04-27,AS14.19,0.04486664230909752,-1.5,0.8333333333333334,3028.6259999275203,593.827,2522.391,396.19,345.452,4.0,6.333333333333333
2014-04-28,AS14.19,0.10377999025697233,0.0,0.6,2972.204998731613,475.858,4132.418,599.376,118.503,4.0,6.4
2014-04-29,AS14.19,0.02568243249036055,0.4,0.6,2259.0499985218044,1142.153,1719.707,173.306,46.359,6.0,7.2
2014-04-30,AS14.19,0.04454670107302971,0.4,0.8,3133.3029992580414,852.516,1851.818,376.115,51.309,12.0,7.0
2014-05-01,AS14.19,0.12626491862973474,-0.2,0.8,3142.984999418261,545.44,2211.815,334.998,50.44499999999999,2.0,6.8
2014-05-02,AS14.19,0.19230524793625595,0.4,1.2,1432.8610005378728,943.426,975.397,334.998,78.73,9.0,7.8
2014-05-05,AS14.19,0.0,0.25,1.0,6.10800004005432,943.426,6.098,334.998,78.73,9.0,7.0
2014-03-23,AS14.20,0.04320987654320987,0.8,0.8,691.3710000514973,46.412000000000006,657.611,48.255,87.939,1.0,7.6
2014-03-24,AS14.20,0.03333333333333333,-0.2,0.4,2392.9479994773897,115.908,766.497,837.075,968.708,1.0,6.8
2014-03-27,AS14.20,0.05700000000000001,0.25,0.75,1263.7210004329686,228.70999999999998,115.054,919.769,488.3675,2.0,7.0
2014-03-28,AS14.20,0.02380952380952381,0.5,0.0,460.5519998073581,408.747,133.34900000000002,925.8723333333334,8.027,3.0,6.25
2014-03-31,AS14.20,0.0125,0.8,0.8,20.71399974822997,459.745,20.709,931.9756666666666,59.789500000000004,4.0,7.0
2014-04-02,AS14.20,0.06712962962962966,0.0,0.25,2276.728000640871,510.743,715.668,938.079,111.552,2.5,6.5
2014-04-03,AS14.20,0.05502297410192151,0.3333333333333333,0.3333333333333333,54.6529998779297,43.258,738.7439999999999,962.1569999999999,11.387,1.0,6.666666666666667
2014-04-04,AS14.20,0.01574074074074075,0.75,0.5,2065.8469989299774,275.829,761.8199999999999,986.235,41.504,1.5,7.0
2014-04-05,AS14.20,0.09056023599628252,0.4,0.8,807.5760002136229,108.75399999999999,94.521,450.062,153.89600000000002,2.0,7.0
2014-04-07,AS14.20,0.029011707988980725,0.6,1.0,290.2020001411439,73.935,882.912,1182.815,105.94233333333335,1.0,6.8
2014-04-08,AS14.20,0.003367003367003367,0.5,0.75,601.9649999141694,66.224,772.4055000000001,535.741,57.988666666666674,2.0,7.25
2014-04-10,AS14.20,0.02183641975308642,0.5,0.5,1213.406999826432,86.771,661.899,454.50100000000003,10.035,1.0,7.0
